OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,REV_AT_EPOCH,BSTAR,orbital_period_min,altitude_estimated,drag_index,energy_index,orbit_type,orbit_family,anomaly_score,anomaly_flag
2024-095D,2024-095D,59813,2025-10-13 22:50:22.350048,15.46946535,0.00046248,97.554,16.1853,275.5494,84.5228,0.00061795,0.0,7796,0.0012198075,93.08660431499658,432.8015625588614,5.641365725999999e-07,0.002089389444178419,LEO,LEO,-0.2022212395695258,1
STARLINK-31947,2024-097A,59835,2025-10-13 15:55:31.424160,15.27575384,8.152e-05,43.0017,24.4669,273.3554,86.7205,-1.093e-05,0.0,7943,-3.0216516e-05,94.26703356722852,490.1999180390558,-2.46325038432e-09,0.00214271643942057,LEO,LEO,-0.2552424852501247,1
STARLINK-31929,2024-097B,59836,2025-10-13 23:09:30.278592,15.27585436,0.000219,43.0001,23.286,285.5383,74.5227,-2.826e-05,0.0,7947,-9.3186561e-05,94.26641326004368,490.16981874833164,-2.0407856859e-08,0.0021426882399964643,LEO,LEO,-0.248319597743833,1
STARLINK-31927,2024-097C,59837,2025-10-13 13:13:07.405824,15.27576913,8.911e-05,43.0007,25.3402,279.0007,81.0744,-9.2e-06,0.0,7941,-2.3912505e-05,94.26693921237602,490.19533964376205,-2.13084332055e-09,0.002142712149997539,LEO,LEO,-0.2530852161986785,1
STARLINK-31855,2024-097D,59838,2025-10-13 15:49:58.498176,15.27579112,4.417e-05,42.9944,24.4283,217.0716,143.0105,0.00040289,0.0,7943,0.0014656525,94.26680351203964,490.18875503239815,6.4737870925e-08,0.002142705980993801,LEO,LEO,-0.24381157099901474,1
STARLINK-31887,2024-097E,59839,2025-10-13 15:24:16.397280,15.27582221,8.845e-05,43.0049,25.1602,278.8609,81.2143,0.00011519,0.0,7942,0.00042743506,94.26661165625075,490.17944557470946,3.7806631057e-08,0.0021426972591508464,LEO,LEO,-0.25112126255468964,1
STARLINK-31925,2024-097F,59840,2025-10-14 00:00:04.999968,15.35248826,0.00067726,43.0057,21.0439,15.0939,313.3202,0.00128645,0.0,583,0.0036223403,93.79587045520398,467.31851292810643,2.4532661915779998e-06,0.002121350625590617,LEO,LEO,-0.16099969919493085,1
STARLINK-31852,2024-097G,59841,2025-10-13 22:43:10.465824,15.27554398,0.00011867,43.0018,16.2196,260.2599,99.8119,-2.4e-06,0.0,7955,8.00534e-07,94.26832863597961,490.2627587086372,9.499936978e-11,0.0021427753143858637,LEO,LEO,-0.2537469454234547,1
STARLINK-31906,2024-097H,59842,2025-10-13 14:58:22.473408,15.27579718,0.00010139,42.9988,25.0299,286.2794,73.7946,2.79e-06,0.0,7942,1.9657895e-05,94.26676611583554,490.18694044923177,1.99311397405e-09,0.002142704280945611,LEO,LEO,-0.25020272312157343,1
STARLINK-31857,2024-097J,59843,2025-10-13 14:06:33.470496,15.27584662,7.019e-05,43.0023,24.7493,264.3131,95.764,-1.699e-05,0.0,7942,-5.2236963e-05,94.26646102315998,490.17213637000987,-3.66651243297e-09,0.0021426904113211174,LEO,LEO,-0.25555862050598643,1
STARLINK-31851,2024-097K,59844,2025-10-13 16:01:03.916416,15.27576865,0.00010696,43.0036,24.4935,270.0443,90.0286,-3.176e-05,0.0,7943,-0.00010594247,94.26694217446138,490.1954833735181,-1.1331606591200001e-08,0.0021427122846554895,LEO,LEO,-0.25508645196922786,1
STARLINK-31903,2024-097L,59845,2025-10-13 22:28:21.942048,15.27567669,6.667e-05,42.999,16.1393,6.4806,353.6054,-3.047e-05,0.0,7955,-0.00010130378,94.26750966408416,490.2230197380877,-6.7539230126e-09,0.0021427380831086514,LEO,LEO,-0.1969404687636822,1
STARLINK-31922,2024-097M,59846,2025-10-13 15:46:16.690368,15.27578262,3.135e-05,43.0031,24.4092,285.1411,74.9406,-6.92e-06,0.0,7943,-1.5625281e-05,94.26685596551125,490.1913002418287,-4.8985255935e-10,0.0021427083655532514,LEO,LEO,-0.2492644151396664,1
STARLINK-31889,2024-097N,59847,2025-10-13 15:31:40.087200,15.27576848,0.00011327,43.0048,25.2007,289.7835,70.2894,-1.975e-05,0.0,7942,-6.2286868e-05,94.26694322353333,490.1955342778083,-7.05523353836e-09,0.00214271233234685,LEO,LEO,-0.2459373070186543,1
STARLINK-31859,2024-097P,59848,2025-10-13 22:37:37.509600,15.27550293,0.0001448,43.0043,16.1888,263.5569,96.5118,-3.465e-05,0.0,7955,-0.00011655713,94.26858196412915,490.2750509262869,-1.6877472423999998e-08,0.0021427868310010937,LEO,LEO,-0.2533225754210282,1
STARLINK-31895,2024-097Q,59849,2025-10-13 16:06:37.932768,15.27574756,7.26e-05,43.0027,24.5215,275.6018,84.4751,-7.9e-06,0.0,7943,-1.9181635e-05,94.26707232127107,490.20179850709246,-1.392586701e-09,0.0021427182012017146,LEO,LEO,-0.25486386387729626,1
STARLINK-31899,2024-097R,59850,2025-10-12 13:31:29.743680,15.27603869,0.00011069,43.0028,30.8269,244.8408,115.2329,1.615e-05,0.0,7926,6.8153809e-05,94.26527578400628,490.11462459746326,7.543945118210001e-09,0.002142636530342101,LEO,LEO,-0.25544053419247237,1
STARLINK-31896,2024-097S,59851,2025-10-13 16:17:43.825344,15.27577739,0.00010059,43.0023,24.5782,252.3488,107.7254,-3.92e-06,0.0,7943,-4.716222e-06,94.26688823985278,490.1928662953942,-4.744047709799999e-10,0.002142709832760632,LEO,LEO,-0.25284080330422576,1
STARLINK-31892,2024-097U,59853,2025-10-13 23:00:16.693056,15.27560981,8.493e-05,43.0038,23.2389,282.8735,77.2021,-1.785e-05,0.0,7947,-5.5388895e-05,94.26792238810137,490.2430463585806,-4.7041788523500005e-09,0.002142756845912689,LEO,LEO,-0.24912408348129206,1
STARLINK-31891,2024-097V,59854,2025-10-13 23:05:49.761600,15.2756,6.57e-05,43.0026,23.2691,270.5832,89.4945,-1.512e-05,0.0,7947,-4.5486684e-05,94.26798292702087,490.2459838880213,-2.9884751388e-09,0.0021427595980731814,LEO,LEO,-0.25472306653635507,1
STARLINK-31882,2024-097W,59855,2025-10-13 22:32:03.151104,15.27564487,0.00011497,42.9997,16.1495,284.4117,75.6607,-3.417e-05,0.0,7955,-0.00011477564,94.2677060284395,490.23254793553497,-1.3195755330800002e-08,0.0021427470099981407,LEO,LEO,-0.2470077344407962,1
STARLINK-31691,2024-097X,59856,2025-10-13 15:35:10.555008,15.27571557,0.00011082,43.0007,24.3493,284.097,75.9759,-2.19e-05,0.0,7943,-7.0121075e-05,94.26726973288362,490.2113775354501,-7.7708175315e-09,0.002142727175658815,LEO,LEO,-0.24969100559232393,1
STARLINK-31569,2024-097Y,59857,2025-10-13 16:26:58.975584,15.27569619,0.00010881,42.9991,24.6272,270.4497,89.623,4.336e-05,0.0,7943,0.00016704932,94.26738932806703,490.2171806642327,1.8176636509199998e-08,0.0021427326125408384,LEO,LEO,-0.2552487251467122,1
STARLINK-31654,2024-098A,59858,2025-10-13 15:30:20.943936,15.27578025,2.456e-05,42.9979,20.9909,18.1983,341.8877,-1.131e-05,0.0,7943,-3.1590573e-05,94.26687059078372,490.19200990652644,-7.7586447288e-10,0.0021427090304252426,LEO,LEO,-0.20971498971165287,1
STARLINK-31442,2024-098B,59859,2025-10-13 15:41:24.374112,15.27593019,9.939e-05,42.9996,32.2742,278.6013,81.4726,2.871e-05,0.0,7931,0.00011376435,94.26594531982474,490.14711274695946,1.13070387465e-08,0.0021426669673611566,LEO,LEO,-0.2558998217870247,1
STARLINK-31651,2024-098C,59860,2025-10-13 16:24:27.419616,15.27601498,0.00011104,43.002,28.1947,287.1061,72.9669,6.553e-05,0.0,7936,0.00024726559,94.26542209374031,490.1217240487231,2.74563711136e-08,0.0021426431815468328,LEO,LEO,-0.24915168702904417,1
STARLINK-31584,2024-098E,59862,2025-10-13 00:28:05.542176,15.27576937,0.00015288,43.0047,31.8131,265.5638,94.5039,-1.509e-05,0.0,7926,-4.5309755e-05,94.26693773133339,490.1952677788868,-6.926955344400001e-09,0.0021427120826685683,LEO,LEO,-0.25884694298563415,1
STARLINK-31950,2024-098F,59863,2025-10-13 13:27:15.776928,15.27571352,0.00011974,43.0034,28.9943,265.758,94.3134,-1.51e-05,0.0,7934,-4.5366222e-05,94.26728238354656,490.211991384921,-5.43215142228e-09,0.0021427277507666156,LEO,LEO,-0.25779750990714656,1
STARLINK-31931,2024-098G,59864,2025-10-13 15:27:18.182016,15.27588252,9.248e-05,43.0003,28.7507,271.6107,88.4638,-1.611e-05,0.0,7935,-4.9029253e-05,94.26623948663361,490.16138669424436,-4.53422531744e-09,0.002142680340217824,LEO,LEO,-0.25618366223133665,1
STARLINK-31938,2024-098H,59865,2025-10-13 15:54:54.044064,15.27548149,0.00015097,42.9991,28.0348,301.4766,58.5938,-4.898e-05,0.0,7936,-0.00016872921,94.26871427540186,490.2814710491821,-2.54730488337e-08,0.0021427928460497096,LEO,LEO,-0.24193619623446339,1
STARLINK-31941,2024-098J,59866,2025-10-13 22:33:22.627008,15.27576941,0.00011353,43.0043,9.0129,278.9042,81.1682,-3.861e-05,0.0,7960,-0.00013087159,94.26693748449296,490.19525580140726,-1.4857851612699999e-08,0.0021427120714470737,LEO,LEO,-0.24873063128294787,1
STARLINK-31952,2024-098K,59867,2025-10-13 15:06:57.882240,15.27576345,0.00017929,43.0052,28.6517,278.5292,81.5356,3.16e-06,0.0,7935,2.1003529e-05,94.26697426373148,490.19704044635455,3.76572271441e-09,0.0021427137434507654,LEO,LEO,-0.25435408566324663,1
STARLINK-31921,2024-098L,59868,2025-10-13 10:53:42.460224,15.27581648,7.165e-05,43.0009,349.148,206.8314,153.25,-2.164e-05,0.0,7978,-6.9137826e-05,94.26664701591126,490.1811613392247,-4.9537252329e-09,0.0021426988666142003,LEO,LEO,-0.24929681419294153,1
STARLINK-31760,2024-098M,59869,2025-10-13 23:12:33.571008,15.27566609,0.00012621,43.0024,26.8843,279.1207,80.9502,-1.866e-05,0.0,7940,-5.8328073e-05,94.26757507763774,490.22619380395827,-7.36158609333e-09,0.0021427410568619957,LEO,LEO,-0.2519261421186826,1
STARLINK-31945,2024-098N,59870,2025-10-13 15:20:23.097408,15.27585042,0.00012493,43.0036,24.3911,285.4754,74.596,2.269e-05,0.0,7940,9.1950925e-05,94.26643757356194,490.17099851932926,1.1487429060250001e-08,0.002142689345295682,LEO,LEO,-0.2507781752360521,1
STARLINK-31937,2024-098P,59871,2025-10-13 14:47:59.904384,15.27574717,0.00012378,42.9988,21.6299,278.6618,81.4094,2.13e-06,0.0,7943,1.7268603e-05,94.2670747279722,490.2019152877929,2.1375076793400004e-09,0.002142718310611761,LEO,LEO,-0.2535052933949383,1
STARLINK-31940,2024-098R,59873,2025-10-13 23:00:47.641536,15.27565125,4.345e-05,43.0033,19.0356,47.6792,312.4097,-1.67e-05,0.0,7949,-5.122847e-05,94.2676666567653,490.2306375023454,-2.2258770215e-09,0.002142745220127078,LEO,LEO,-0.2340850314958023,1
STARLINK-31933,2024-098S,59874,2025-10-13 16:18:55.364544,15.27570875,5.92e-05,43.0037,28.1638,294.7219,65.3571,-2.092e-05,0.0,7936,-6.6541195e-05,94.2673118194925,490.21341970836875,-3.9392387440000005e-09,0.0021427290889451753,LEO,LEO,-0.2446613743168768,1
STARLINK-31936,2024-098T,59875,2025-10-13 22:35:59.328096,15.2757062,0.00017402,43.0014,354.4106,269.6401,90.4251,1.403e-05,0.0,7976,6.0523915e-05,94.26732755569755,490.2141832778125,1.0532371688299999e-08,0.002142729804324165,LEO,LEO,-0.25020483595271786,1
STARLINK-31935,2024-098U,59876,2025-10-13 15:16:12.418176,15.27572422,0.00013979,43.0001,28.6987,285.4256,74.6441,-1.418e-05,0.0,7935,-4.2033118e-05,94.26721635329444,490.2087873916289,-5.87580956522e-09,0.0021427247489869848,LEO,LEO,-0.25038639959204756,1
STARLINK-31934,2024-098V,59877,2025-10-13 15:57:23.145408,15.27586361,0.00013425,43.0049,24.5877,258.3729,101.6972,-5.73e-06,0.0,7940,-1.1278223e-05,94.26635617886353,490.1670489833905,-1.51410143775e-09,0.0021426856450714607,LEO,LEO,-0.254970375862585,1
STARLINK-31943,2024-098W,59878,2025-10-13 15:54:22.416480,15.27574091,0.00010673,43.003,32.3577,275.7723,84.3007,-1.358e-05,0.0,7866,-3.9828964e-05,94.26711335862792,490.2037897684404,-4.2509453277200005e-09,0.002142720066784434,LEO,LEO,-0.25671358130641003,1
STARLINK-31926,2024-098X,59879,2025-10-13 15:23:44.698848,15.27585288,8.518e-05,43.0036,17.941,285.2356,74.8402,-2.931e-05,0.0,7947,-9.703082e-05,94.26642239303891,490.17026191098194,-8.2650852476e-09,0.0021426886551849027,LEO,LEO,-0.2466177104622434,1
STARLINK-31919,2024-098Y,59880,2025-10-13 13:21:41.478912,15.27586924,8.765e-05,43.0039,28.9597,222.2252,137.8533,1.011e-05,0.0,7934,4.6257345e-05,94.2663214365142,490.16536317106875,4.05445628925e-09,0.0021426840656761713,LEO,LEO,-0.25394410922825,1
PREFIRE-2,2024-099A,59881,2025-10-13 21:54:31.590432,15.18559803,0.00126641,97.4345,142.1183,354.5501,5.5593,5.363e-05,0.0,7672,0.00026233543,94.82669020707642,517.329420164444,3.3222421190629997e-07,0.0021682342726728502,LEO,LEO,-0.17395696230206403,1
STARLINK-31974,2024-100A,59885,2025-10-13 21:01:10.128288,15.27560238,8.732e-05,42.9987,234.522,292.6906,67.3853,-1.551e-05,0.0,7860,-4.6901859e-05,94.26796823969177,490.2452712149434,-4.09547032788e-09,0.0021427589303721875,LEO,LEO,-0.2549195694086915,1
STARLINK-31975,2024-100B,59886,2025-10-13 13:14:03.976224,15.27578773,6.193e-05,42.9991,236.3863,274.5206,85.5575,-4.58e-06,0.0,7865,-7.119113e-06,94.26682443171133,490.189770121523,-4.4088666808999997e-10,0.00214270693201174,LEO,LEO,-0.26519350632032695,1
STARLINK-31976,2024-100C,59887,2025-10-13 21:55:57.558432,15.27567954,9.693e-05,43.002,238.2425,275.9101,84.164,-2.628e-05,0.0,7866,-8.6058319e-05,94.26749207649324,490.22216633420976,-8.341632860669999e-09,0.0021427372835628174,LEO,LEO,-0.2610754739826889,1
STARLINK-31965,2024-100D,59888,2025-10-13 13:30:42.564960,15.27624474,0.00017703,43.0007,236.4715,265.7419,94.323,0.00048886,0.0,7855,0.0017718352,94.26400430921612,490.05292811508934,3.13667985456e-07,0.0021425787298437293,LEO,LEO,-0.25061139844300623,1
STARLINK-31969,2024-100E,59889,2025-10-13 20:58:09.144480,15.27559847,0.00015339,42.9995,231.0475,270.3436,89.724,-3.002e-05,0.0,7874,-9.9668369e-05,94.26799236887771,490.2464420350989,-1.528813112091e-08,0.0021427600273096997,LEO,LEO,-0.26501450113557606,1
STARLINK-31951,2024-100F,59890,2025-10-13 20:38:56.816448,15.27575004,0.00035156,42.9992,234.4104,283.6762,76.3698,1.485e-05,0.0,7860,6.3498482e-05,94.26705701712307,490.20105590172625,2.232352633192e-08,0.0021427175054662254,LEO,LEO,-0.25834314467069885,1
STARLINK-31949,2024-100G,59891,2025-10-13 20:55:35.743008,15.27579085,0.00016603,43.0011,234.4842,263.5909,96.4754,3.74e-06,0.0,7860,2.3131382e-05,94.26680517820785,490.1888358801898,3.8405033534600005e-09,0.002142706056738569,LEO,LEO,-0.26750889464267935,1
STARLINK-31977,2024-100H,59892,2025-10-13 03:11:39.866784,15.27585906,0.00020805,42.9997,231.4837,285.9362,74.126,1.17e-06,0.0,7867,1.3785838e-05,94.26638425662458,490.16841140795805,2.8681435958999998e-09,0.002142686921493441,LEO,LEO,-0.2600372492264611,1
STARLINK-31963,2024-100J,59893,2025-10-13 13:25:09.734880,15.27587525,9.194e-05,43.0004,236.44,286.9845,73.0906,4.21e-05,0.0,7865,0.00016239788,94.26628434923884,490.1635635750463,1.4930861087200002e-08,0.00214268237968064,LEO,LEO,-0.2581996119736261,1
STARLINK-31961,2024-100K,59894,2025-10-13 20:53:18.378240,15.27568342,0.00011541,43.0009,227.5538,278.5778,81.4943,2.6e-07,0.0,7878,1.0477003e-05,94.26746813269583,490.22100450760445,1.20915091623e-09,0.0021427361950590333,LEO,LEO,-0.2641507317844304,1
STARLINK-31964,2024-100L,59895,2025-10-13 21:58:17.742432,15.27580026,8.876e-05,43.0031,233.958,260.1693,99.9059,1.22e-06,0.0,7866,1.3960568e-05,94.26674710919531,490.1860181863003,1.23914001568e-09,0.0021427034168954914,LEO,LEO,-0.2661304631264507,1
STARLINK-31905,2024-100M,59896,2025-10-13 21:13:00.941952,15.27530003,0.0003989,43.0062,231.1218,289.1475,70.8945,-4.072e-05,0.0,7874,-0.00013867077,94.26983412253146,490.3358091273549,-5.5315770153e-08,0.0021428437561462187,LEO,LEO,-0.2531737927759057,1
STARLINK-31928,2024-100N,59897,2025-10-13 21:32:36.496032,15.27574016,3.912e-05,42.9978,234.687,355.8417,4.2432,-4.08e-06,0.0,7860,-5.327377e-06,94.26711798690349,490.20401434687847,-2.0840698823999997e-10,0.0021427202771886534,LEO,LEO,-0.19820548513971492,1
STARLINK-31953,2024-100P,59898,2025-10-13 13:16:35.793120,15.27594924,0.00021829,43.0027,232.9386,273.5199,86.5403,6.007e-05,0.0,7869,0.00022754949,94.26582776469085,490.1414085785909,4.96717781721e-08,0.0021426616233030382,LEO,LEO,-0.26429531590203204,1
STARLINK-31942,2024-100Q,59899,2025-10-13 03:28:46.467264,15.27577628,9.255e-05,43.0001,238.4946,255.628,104.4469,6.927e-05,0.0,7858,0.00026102982,94.26689508966807,490.19319867016566,2.4158309841e-08,0.0021427101441566566,LEO,LEO,-0.26403706467201205,1
STARLINK-31676,2024-100R,59900,2025-10-13 13:19:36.336288,15.27579562,0.0001326,43.0009,236.4097,277.0301,83.04,2.791e-05,0.0,7854,0.00011091722,94.2667757425783,490.187407569535,1.4707623372e-08,0.0021427047185815853,LEO,LEO,-0.26318233319221124,1
STARLINK-31908,2024-100S,59901,2025-10-13 12:56:56.597280,15.27588793,0.00011332,43.0019,229.3706,269.8893,90.1829,-8.65e-06,0.0,7872,-2.1900281e-05,94.26620610197158,490.15976676068385,-2.48173984292e-09,0.0021426788225451833,LEO,LEO,-0.26741413516353796,1
STARLINK-31914,2024-100T,59902,2025-10-13 21:27:04.368384,15.2755942,0.00012989,43.0044,234.6502,276.8465,83.2239,-3.104e-05,0.0,7859,-0.00010338934,94.26801871969079,490.247720655123,-1.34292413726e-08,0.0021427612252449776,LEO,LEO,-0.26151037357957063,1
STARLINK-31850,2024-100U,59903,2025-10-13 22:05:41.507520,15.2758983,0.00018942,43.0061,233.9831,269.2973,90.7662,1.676e-05,0.0,7865,7.0418254e-05,94.26614210962639,490.156661641171,1.3338625672680002e-08,0.002142675913443353,LEO,LEO,-0.2669102446511154,1
STARLINK-31924,2024-100V,59904,2025-10-13 03:34:19.129728,15.27587107,0.00010436,43.0016,238.5223,251.1004,108.9734,-1.947e-05,0.0,7858,-6.124054e-05,94.26631014371345,490.16481520742946,-6.3910627544e-09,0.002142683552302945,LEO,LEO,-0.26215243661320264,1
STARLINK-31898,2024-100W,59905,2025-10-13 13:12:53.766720,15.2759498,0.00012547,43.0019,232.9176,265.352,94.7189,-1.705e-05,0.0,7868,-5.2407559e-05,94.2658243090063,490.141240897181,-6.5755764277299994e-09,0.002142661466207669,LEO,LEO,-0.2657435373683024,1
STARLINK-31861,2024-100X,59906,2025-10-13 12:49:31.963872,15.27593464,0.00012933,43.0008,229.304,269.0372,91.0331,8e-08,0.0,7872,9.829471e-06,94.2659178594129,490.1457802761206,1.2712454844300002e-09,0.0021426657190098328,LEO,LEO,-0.267923869733659,1
STARLINK-31920,2024-100Y,59907,2025-10-13 19:34:47.839008,15.27572124,0.00015309,43.0048,202.4205,271.3391,88.7285,-4.63e-06,0.0,7905,-7.304484e-06,94.26723474301892,490.20967971835853,-1.11824345556e-09,0.0021427255849960055,LEO,LEO,-0.2699754090657747,1
EARTHCARE,2024-101A,59908,2025-10-13 18:44:31.129440,15.56998746,0.00012258,97.0274,51.6029,109.2651,250.8738,0.00019719,0.0,7822,0.00027436347,92.48562362040592,403.4857377606613,3.36314741526e-08,0.0020624977277332625,LEO,LEO,-0.23653543684017375,1
TIANQI-25,2024-102A,59909,2025-10-13 23:00:28.935072,13.99050909,0.00101033,44.9759,277.5237,169.3243,190.7806,1.06e-06,0.0,7042,0.00016113791,102.92691929482889,904.2205343642763,1.628024646103e-07,0.0025544827149701532,LEO,LEO,-0.21022299995528443,1
TIANQI-26,2024-102B,59910,2025-10-14 00:19:20.021952,13.99060051,0.00091142,44.9722,276.9632,174.9604,185.1321,1.16e-06,0.0,7043,0.00016763571,102.92624673049148,904.1888415914445,1.527865388082e-07,0.0025544493311212405,LEO,LEO,-0.21117321665233812,1
TIANQI-27,2024-102C,59911,2025-10-13 23:23:58.799040,13.99048852,0.00065804,44.9779,276.9171,190.6443,169.4252,1.1e-06,0.0,7042,0.00016396699,102.9270706266946,904.2276654590669,1.0789683809960001e-07,0.002554490226608936,LEO,LEO,-0.21443156310609812,1
TIANQI-28,2024-102D,59912,2025-10-13 23:51:32.783616,13.99042924,0.00109179,44.9799,277.0517,179.7407,180.3433,1.05e-06,0.0,7042,0.00016030507,102.92750674746274,904.2482164221128,1.7501947237530003e-07,0.0025545118743366584,LEO,LEO,-0.20893567036528188,1
PAKSAT-MM1,2024-104A,59915,2025-10-13 22:09:26.112096,1.00274008,0.0002217,0.0093,176.847,40.4547,175.9698,1.4e-06,0.0,505,0.0,1436.065066831676,35793.10878510646,0.0,0.49727114105282266,GEO,GEO,-0.007732139694997642,1
2024-105A,2024-105A,59917,2025-10-13 23:16:39.214848,15.14922768,0.00137764,97.597,297.2009,7.9503,352.1944,5.045e-05,0.0,7572,0.00027381361,95.05435065188749,528.3500397416719,3.772165816804e-07,0.002178657787869402,LEO,LEO,-0.18585517868082818,1
2024-105B,2024-105B,59918,2025-10-13 23:20:16.781280,15.14970283,0.00138136,97.5954,297.1574,26.9288,333.2658,6.221e-05,0.0,7572,0.00033629203,95.05136940035938,528.2057797807283,4.6454035856080006e-07,0.002178521128685276,LEO,LEO,-0.20445158156078896,1
2024-105C,2024-105C,59919,2025-10-13 23:14:02.759136,15.17313573,0.0013073,97.5934,298.0629,9.2656,350.8816,7.134e-05,0.0,7579,0.00036043706,94.90457514018429,521.1006766934079,4.71199368538e-07,0.0021717974494933658,LEO,LEO,-0.1876610930229125,1
2024-105D,2024-105D,59920,2025-10-13 23:18:20.104992,15.18928608,0.0012651,97.5988,299.0727,7.2765,352.865,8.861e-05,0.0,7583,0.00042667419,94.80366571646006,516.214356500217,5.397855177689999e-07,0.002167181479860702,LEO,LEO,-0.1842410496916555,1
2024-105E,2024-105E,59921,2025-10-14 00:21:56.386944,15.17103605,0.00130383,97.5942,298.0384,8.6818,351.4638,6.238e-05,0.0,7579,0.00031754452,94.91770998724903,521.7365757894577,4.1402407151159995e-07,0.0021723986470928614,LEO,LEO,-0.18750178478295842,1
STARLINK-31872,2024-106A,59922,2025-10-13 19:08:17.036160,15.27591722,0.00012434,43.001,82.4275,280.2795,79.7916,6.22e-06,0.0,7809,3.2098338e-05,94.26602535621753,490.150996379135,3.99110734692e-09,0.002142670605820565,LEO,LEO,-0.26479504174419655,1
STARLINK-31972,2024-106B,59923,2025-10-13 17:08:15.165888,15.2756949,0.00016626,43.0029,82.6583,269.0871,90.979,3.99e-06,0.0,7809,2.4027e-05,94.2673972887479,490.2175669410426,3.99472902e-09,0.0021427329744392923,LEO,LEO,-0.2679993733492798,1
STARLINK-31958,2024-106C,59924,2025-10-13 18:52:19.932384,15.27598073,0.00016875,43.0045,67.6365,273.3896,86.6763,2.402e-05,0.0,7822,9.6739302e-05,94.2656334445376,490.13197950947415,1.63247572125e-08,0.0021426527895206226,LEO,LEO,-0.2646627525470775,1
STARLINK-31959,2024-106D,59925,2025-10-13 21:06:58.457664,15.2757917,0.00021239,43.004,77.7838,270.7805,89.2803,-5.65e-06,0.0,7811,-1.0987589e-05,94.26679993286372,490.188581359369,-2.3336540277099998e-09,0.0021427058182828303,LEO,LEO,-0.2661643571409494,1
STARLINK-31957,2024-106E,59926,2025-10-13 19:24:44.417088,15.27576329,0.00014335,43.0026,81.6526,271.934,88.1348,-1.164e-05,0.0,7811,-3.2767587e-05,94.26697525109398,490.1970883563008,-4.6972335964499995e-09,0.002142713788336797,LEO,LEO,-0.26761946470077985,1
STARLINK-31968,2024-106F,59927,2025-10-13 21:09:59.969376,15.27580998,0.00011375,43.0038,81.3416,267.9275,92.1446,-7e-07,0.0,7812,6.962459e-06,94.2666871272511,490.18310767025105,7.9197971125e-10,0.002142700690091399,LEO,LEO,-0.2678724466621158,1
STARLINK-31970,2024-106G,59928,2025-10-13 18:36:51.878880,15.2756697,0.00015511,43.002,82.2607,271.7126,88.3548,-1.874e-05,0.0,7810,-5.860214e-05,94.26755279999279,490.2251128245098,-9.0897779354e-09,0.0021427400441019068,LEO,LEO,-0.2662332923321609,1
STARLINK-31932,2024-106H,59929,2025-10-13 20:44:58.556832,15.27545117,0.00015366,43.0015,78.5031,279.342,80.7258,-0.00064283,0.0,7810,-0.0023492335,94.26890138787304,490.29055027846607,-3.6098321960999996e-07,0.00214280135244901,LEO,LEO,-0.23675276130751677,1
STARLINK-31956,2024-106J,59930,2025-10-13 21:35:54.421152,15.27578634,0.0001559,43.0036,81.4733,275.174,84.8933,1.3e-06,0.0,7807,1.4253273e-05,94.26683300939649,490.1901863381172,2.2220852607e-09,0.0021427073219573312,LEO,LEO,-0.2663780997768971,1
STARLINK-31960,2024-106K,59931,2025-10-13 21:13:42.104640,15.2758183,0.00013775,43.0033,81.3602,265.5951,94.4744,0.00020143,0.0,7807,0.00073945607,94.26663578474222,490.1806163667843,1.018600736425e-07,0.002142698356041002,LEO,LEO,-0.2634340061662669,1
STARLINK-31432,2024-106L,59932,2025-10-13 18:59:05.228736,15.27487182,0.00027714,42.9994,82.3861,36.55,323.5541,-0.00166446,0.0,7805,-0.0061924938,94.27247684753404,490.4640405963992,-1.7161877317319998e-06,0.0021429639011788294,LEO,LEO,-0.2024178266952058,1
STARLINK-31853,2024-106M,59933,2025-10-13 20:07:17.676192,15.27598895,0.00019264,42.9993,81.8676,268.9999,91.0632,-5.901e-05,0.0,7806,-0.00020494437,94.26558272025981,490.1295181953983,-3.94804834368e-08,0.0021426504836010193,LEO,LEO,-0.2642146196006727,1
STARLINK-31971,2024-106N,59934,2025-10-13 19:16:22.757088,15.27568403,0.00013874,43.0034,78.859,272.6156,87.4537,-1.734e-05,0.0,7797,-5.3531983e-05,94.26746436833703,490.22082184934334,-7.42702732142e-09,0.002142736023928359,LEO,LEO,-0.26452539131696556,1
STARLINK-31962,2024-106Q,59936,2025-10-13 20:38:45.830688,15.27575684,6.794e-05,43.0002,82.0346,288.3689,71.7089,-1.94e-05,0.0,7806,-6.1024717e-05,94.26701505416213,490.19901972675416,-4.1460192729800004e-09,0.0021427155978061413,LEO,LEO,-0.25882977105947014,1
STARLINK-31879,2024-106R,59937,2025-10-13 20:53:34.517760,15.27581303,0.00015692,43.0017,82.1078,281.157,78.9105,5.055e-05,0.0,7811,0.00019310389,94.266668305772,490.1821943916739,3.03018624188e-08,0.0021426998344595003,LEO,LEO,-0.2630676181120212,1
STARLINK-31876,2024-106S,59938,2025-10-13 21:30:21.016512,15.27578368,0.00020619,43.0032,81.4434,276.3305,83.7312,1.634e-05,0.0,7808,6.890271e-05,94.2668494242516,490.1909828391117,1.4207049774899999e-08,0.0021427080681844434,LEO,LEO,-0.2647981059913342,1
